domain	alnlen	evalue	bits
d2pbea2.pdb	118	5.342e-26	986.0
d1bgca_.pdb	158	3.764e-22	1126.0
d1pzwa_.pdb	80	3.182e-15	551.0
d1rxwa1.pdb	101	2.565e-17	717.0
d2zxya_.pdb	86	1.577e-15	655.0
d3dfra_.pdb	162	1.17e-36	1423.0
d1ti6b2.pdb	195	2.244e-45	1723.0
d2b4va2.pdb	259	7.298e-57	2198.0
d1nxua_.pdb	332	4.408e-70	2860.0
d1cpza_.pdb	68	1.626e-15	563.0
d1gpea2.pdb	196	1.794e-42	1716.0
d1wb9a3.pdb	153	5.107e-37	1341.0
d3d19a2.pdb	130	2.64e-21	888.0
d1hd6a_.pdb	37	5.927e-07	263.0
d3b7ea_.pdb	385	1.966e-81	3848.0
d1twfl_.pdb	46	1.907e-07	299.0
d1u5da1.pdb	106	2.603e-22	924.0
d2efka1.pdb	272	1.049e-33	1684.0
d1crka2.pdb	282	1.061e-58	2499.0
d1z91a1.pdb	137	1.211e-23	899.0
d2grga1.pdb	98	2.214e-19	811.0
d3khta_.pdb	132	2.494e-27	1028.0
d1uema_.pdb	117	3.839e-23	1052.0
d2jdih1.pdb	44	2.159e-06	254.0
d1yi9a2.pdb	143	7.072e-30	1326.0
d3a6sa_.pdb	125	2.406e-29	1146.0
d1iyjb3.pdb	116	9.738e-25	1033.0
d1q6ha_.pdb	210	1.619e-40	1616.0
d2lisa_.pdb	131	1.184e-20	976.0
d3pfta_.pdb	156	1.973e-32	1405.0
d1v9fa_.pdb	250	2.892e-59	2293.0
d1b5qa1.pdb	347	9e-79	3100.0
d2fbqa2.pdb	134	4.242e-20	903.0
d2yyba_.pdb	242	2.552e-58	2190.0
d2j0121.pdb	50	6.352e-08	305.0
d2j0151.pdb	59	4.119e-11	410.0
d2j07a2.pdb	170	8.402e-38	1417.0
d1ny5a1.pdb	137	9.195e-27	979.0
d2ccma_.pdb	190	9.595e-32	1523.0
d3ezwa2.pdb	247	1.473e-56	2149.0
d1vkfa_.pdb	172	8.321e-35	1402.0
d3mw9a2.pdb	208	6.011e-48	1766.0
d1vpka1.pdb	120	4.46e-23	994.0
d3etja1.pdb	79	7.333e-17	638.0
d2cyja1.pdb	118	1.197e-26	987.0
d2olua2.pdb	400	4.321e-85	3539.0
d1vr3a1.pdb	179	8.701e-36	1540.0
d3cs0a3.pdb	203	1.586e-39	1787.0
d1sg4a1.pdb	249	2.241e-50	2062.0
d1c01a_.pdb	76	1.354e-15	715.0
d1fp3a_.pdb	402	6.642e-70	3435.0
d2icsa1.pdb	101	6.91e-21	912.0
d1ak0a_.pdb	264	6.397e-42	2160.0
d1sffa_.pdb	425	5.61e-93	3711.0
d1gvha3.pdb	143	2.149e-29	1207.0
d1wjra_.pdb	127	2.845e-28	1071.0
d2cqna1.pdb	64	4.609e-10	435.0
d2ghta_.pdb	180	4.091e-43	1604.0
d1irqa_.pdb	48	9.896e-08	272.0
d1ivsa1.pdb	66	1.258e-08	363.0
d1kloa2.pdb	56	4.087e-14	465.0
d1kmoa_.pdb	661	0.0	5877.0
d1eh9a2.pdb	67	1.796e-12	591.0
d1i58a_.pdb	189	1.918e-42	1627.0
d2oeea1.pdb	92	9.296e-13	484.0
d2ot3a_.pdb	253	1.609e-35	1923.0
d1nxja_.pdb	156	1.545e-33	1431.0
d1yzya1.pdb	412	1.799e-92	3603.0
d2zwia_.pdb	370	2.941e-78	3172.0
d1a6qa2.pdb	295	1.674e-67	2726.0
d1z0pa1.pdb	73	5.604e-12	484.0
d2d00a1.pdb	104	1.78e-20	729.0
d2o8la1.pdb	216	2.492e-46	2020.0
d1q2la3.pdb	240	5.236e-52	2062.0
d1x0ha1.pdb	100	1.973e-20	814.0
d2gdza1.pdb	254	3.478e-55	2136.0
d2euia1.pdb	153	1.57e-32	1197.0
d1cvja1.pdb	80	1.538e-18	692.0
d1i8oa_.pdb	114	3.318e-23	914.0
d1owfb_.pdb	94	1.736e-19	738.0
d1xr4a1.pdb	236	3.976e-52	1967.0
d1jb0l_.pdb	151	1.011e-24	1158.0
d1svia_.pdb	182	3.652e-40	1496.0
d1ei1a2.pdb	219	2.736e-52	1993.0
d1evha_.pdb	111	5.53e-22	1009.0
d1tvfa1.pdb	68	4.597e-13	588.0
d1weqa_.pdb	85	1.295e-16	636.0
d1woha_.pdb	303	2.251e-68	2641.0
d1v4ra1.pdb	100	1.69e-21	773.0
d1zj8a2.pdb	152	6.567e-34	1295.0
d2j9ua_.pdb	94	6.468e-16	636.0
d3e5ua2.pdb	139	4.539e-29	1188.0
d1k99a_.pdb	91	2.723e-16	634.0
d1kp8a1.pdb	252	3.94e-41	1973.0
d1ag7a_.pdb	34	3.415e-06	246.0
d1b5ea_.pdb	241	3.406e-57	2106.0
d1sw6a_.pdb	254	9.839e-47	2113.0
d2fomb1.pdb	150	1.261e-29	1362.0
d1e7ua1.pdb	196	2.138e-30	1492.0
d1ohwa_.pdb	461	2.436e-100	4062.0
d1vi0a2.pdb	117	2.344e-16	783.0
d1yvia1.pdb	139	3.764e-20	955.0
d2saka_.pdb	121	3.334e-27	1080.0
d1g0da3.pdb	101	1.209e-18	923.0
d1yrka_.pdb	126	1.83e-24	1130.0
d3rzia_.pdb	453	7.177e-95	3907.0
d1c3za_.pdb	108	9.098e-18	796.0
d1ej2a_.pdb	167	1.875e-36	1399.0
d2bykb1.pdb	89	2.618e-13	502.0
d2dkja_.pdb	402	3.702e-90	3517.0
d2ef5a_.pdb	273	1.182e-54	2375.0
d2fh1a3.pdb	104	9.722e-24	903.0
d3ff7c_.pdb	112	1.665e-23	1020.0
d1bkba2.pdb	65	3.559e-12	547.0
d1wtya_.pdb	116	1.502e-16	783.0
d2exna1.pdb	128	2.394e-28	1132.0
d3dtca_.pdb	245	2.146e-51	2100.0
d1uw4a_.pdb	91	2.178e-17	742.0
d2affa1.pdb	98	1.257e-20	913.0
d2ofya1.pdb	82	3.617e-12	571.0
d2zcta_.pdb	236	9.219e-53	2039.0
d1viba_.pdb	55	8.511e-09	377.0
d1x4pa1.pdb	53	4.09e-08	346.0
d1xdpa3.pdb	187	1.936e-42	1646.0
d1tfza2.pdb	205	1.165e-47	1829.0
d3mv4a_.pdb	200	4.095e-46	1890.0
d1pn0a1.pdb	360	3.142e-79	3165.0
d1j4aa2.pdb	134	3.304e-30	1160.0
d2ctka1.pdb	91	9.731e-18	676.0
d2r8oa3.pdb	136	8.96e-31	1121.0
d1mi8a_.pdb	141	3.76e-30	1281.0
d1zq1c2.pdb	131	8.53e-28	1055.0
d2q0ta1.pdb	257	2.034e-35	1856.0
d1o50a3.pdb	138	2.007e-31	1143.0
d1xm9a1.pdb	420	8.417e-53	3272.0
d1rwta_.pdb	218	3.311e-40	1650.0
d1vm7a_.pdb	299	1.764e-66	2647.0
d1v7wa1.pdb	509	2.026e-101	4593.0
d1t0ba_.pdb	240	5.613e-56	2159.0
d1chua3.pdb	116	6.998e-25	950.0
d1h9ra2.pdb	62	2.106e-11	502.0
d1oo0a_.pdb	144	4.566e-30	1224.0
d2bi0a1.pdb	178	3.657e-35	1514.0
d1c7na_.pdb	394	1.887e-86	3482.0
d2scpa_.pdb	174	7.387e-29	1393.0
d1exha_.pdb	110	1.284e-22	1029.0
d1t3ta2.pdb	262	1.001e-63	2354.0
d3h79a_.pdb	115	3.052e-26	967.0
d1l6wa_.pdb	220	3.643e-47	1784.0
d3feaa_.pdb	83	4.004e-17	643.0
d1b6aa1.pdb	74	2.602e-16	589.0
d1s6la1.pdb	60	2.17e-11	414.0
d1s7ia_.pdb	124	7.783e-26	1051.0
d2diga1.pdb	55	1.645e-10	449.0
d2g38a1.pdb	77	9.539e-11	455.0
d2o9ca1.pdb	187	5.95e-42	1638.0
d1iv8a1.pdb	67	9.687e-13	592.0
d1qmea3.pdb	82	4.842e-18	702.0
d1t72a_.pdb	215	5.344e-26	1371.0
d2j85a1.pdb	115	2.637e-25	925.0
d1dl6a_.pdb	58	2.619e-11	413.0
d1erda_.pdb	40	3.042e-07	302.0
d1hl9a1.pdb	92	1.022e-16	775.0
d1sroa_.pdb	76	5.735e-17	657.0
d2xwtc_.pdb	234	1.085e-41	2111.0
d1ep3b2.pdb	160	2.855e-38	1436.0
d1u6ka_.pdb	282	2.971e-56	2280.0
d1rp3a2.pdb	71	5.145e-10	411.0
d1st6a7.pdb	137	2.094e-18	897.0
d2dixa1.pdb	73	7.398e-15	576.0
d2r6ja_.pdb	310	2.399e-68	2602.0
d2crba1.pdb	83	3.491e-12	504.0
d2fmla2.pdb	202	1.136e-45	1760.0
d1hbna2.pdb	268	1.104e-54	2183.0
d3nuaa_.pdb	236	3.375e-49	2022.0
d1tkia_.pdb	321	1.694e-68	2796.0
d1k8wa5.pdb	242	1.36e-55	2175.0
d2q3ga_.pdb	89	1.524e-17	737.0
d3l9jc_.pdb	130	2.436e-31	1196.0
d1jg5a_.pdb	83	1.341e-16	736.0
d1rkda_.pdb	306	6.932e-68	2754.0
d1olta_.pdb	434	3.71e-96	3846.0
d1x5fa1.pdb	107	3.416e-21	980.0
d2rcfa1.pdb	82	2.386e-18	739.0
d1eb6a_.pdb	177	2.274e-32	1458.0
d1o98a2.pdb	275	1.805e-65	2496.0
d1cjxa2.pdb	202	6.484e-49	1832.0
d1vdra_.pdb	157	5.236e-35	1350.0
d2wdta_.pdb	204	7.367e-47	1774.0
d1kbla1.pdb	364	6.467e-67	3062.0
d1o7ia_.pdb	115	8.597e-23	1037.0
d1y02a1.pdb	44	1.667e-07	295.0
d1yt8a1.pdb	136	1.494e-30	1118.0
d2ycix_.pdb	271	4.867e-54	2314.0
d3ue2a_.pdb	118	1.479e-24	901.0
d1k8ba_.pdb	52	9.278e-11	409.0
d1mzpa_.pdb	217	5.793e-51	1877.0
d3bu7a1.pdb	355	8.438e-79	3349.0
d1u9ya2.pdb	119	1.085e-22	950.0
d2hzta1.pdb	95	2.986e-17	637.0
d2vv5a2.pdb	101	1.993e-20	771.0
d1ftra1.pdb	148	1.017e-31	1245.0
d1s1fa_.pdb	397	2.173e-72	3441.0
d1i5pa3.pdb	263	2.256e-35	1946.0
d2cy4a1.pdb	129	1.662e-25	1142.0
d1ckqa_.pdb	261	8.129e-57	2252.0
d2e9xb2.pdb	61	9.573e-12	485.0
d2hbja2.pdb	292	1.537e-65	2555.0
d1k07a_.pdb	262	1.031e-63	2322.0
d2it9a1.pdb	119	2.58e-22	982.0
d1cjca2.pdb	230	4.174e-52	1969.0
d1z2ma1.pdb	76	1.982e-17	652.0
d2baia1.pdb	32	3.076e-06	229.0
d2basa2.pdb	145	7.525e-32	1228.0
d1k8ta_.pdb	498	1.013e-98	4159.0
d1uvqa2.pdb	83	3.435e-16	657.0
d1xvsa_.pdb	124	1.875e-24	1121.0
d3ag3g_.pdb	84	2.086e-16	572.0
d3ak8i_.pdb	155	2.7e-23	1081.0
d1jvaa2.pdb	106	2.96e-22	854.0
d1pula1.pdb	103	1.015e-18	756.0
d1vgja_.pdb	184	4.049e-39	1577.0
d1e8ra_.pdb	50	4.734e-11	439.0
d1f1ua2.pdb	176	2.576e-40	1607.0
d1kjwa2.pdb	199	1.357e-46	1686.0
d2pa2a1.pdb	108	1.841e-24	932.0
d1hj9a_.pdb	223	1.429e-46	2017.0
d1vq8u1.pdb	53	2.122e-11	427.0
d1xew.1.pdb	147	2.765e-29	1193.0
d2hoea1.pdb	58	1.834e-11	419.0
d2ov0a_.pdb	105	2.174e-23	998.0
d1di6a_.pdb	183	6.416e-42	1570.0
d1rssa_.pdb	140	4.076e-25	1079.0
d2geca1.pdb	138	5.498e-27	1163.0
d2hsja1.pdb	211	3.065e-45	1699.0
d1swya_.pdb	164	1.921e-27	1298.0
d2gm3a1.pdb	153	4.857e-34	1266.0
d1gwma_.pdb	153	6.873e-31	1438.0
d1uz5a2.pdb	176	1.712e-37	1542.0
d2g38b1.pdb	173	2.795e-25	1199.0
d3otma_.pdb	205	3.145e-40	1843.0
d1f0la3.pdb	178	3.033e-27	1376.0
d1qw2a_.pdb	102	7.78e-20	831.0
d1zkpa1.pdb	244	1.834e-55	2238.0
d1b5ta_.pdb	275	3.556e-59	2289.0
d1gsha1.pdb	122	2.537e-29	1068.0
d1vqsa_.pdb	110	8.777e-24	914.0
d2g9hd1.pdb	83	1.59e-16	694.0
d3gu3a_.pdb	276	3.627e-61	2399.0
d2fgqx_.pdb	330	2.521e-75	3079.0
d1jmta_.pdb	98	4.202e-20	760.0
d1okga2.pdb	134	4.361e-32	1133.0
d1v8ya_.pdb	150	2.354e-33	1324.0
d2pmra1.pdb	75	1.693e-11	467.0
d3rg8a_.pdb	155	1.706e-30	1158.0
d1ueha_.pdb	214	1.148e-45	1723.0
d1ddga1.pdb	221	4.241e-48	1931.0
d1r0va3.pdb	75	6.846e-16	580.0
d1vp8a_.pdb	190	3.199e-43	1607.0
d1ctaa_.pdb	34	5.343e-06	223.0
d1ctja_.pdb	89	2.874e-19	723.0
d1fmta2.pdb	200	4.974e-47	1741.0
d2ce2x_.pdb	166	2.903e-38	1418.0
d1pp0a_.pdb	191	2.163e-42	1672.0
d2gpia1.pdb	90	2.599e-18	686.0
d3l44a_.pdb	426	2.816e-92	3659.0
d3dy8a_.pdb	328	1.624e-46	2643.0
d2c4ka2.pdb	145	1.435e-31	1184.0
d1d7ya1.pdb	183	4.207e-43	1645.0
d1vq8d1.pdb	140	2.598e-33	1211.0
d2esna1.pdb	89	4.619e-15	571.0
d2jdid3.pdb	276	3.354e-63	2374.0
d1ug7a_.pdb	128	2.963e-21	948.0
d2cqka1.pdb	88	7.639e-19	716.0
d1pdua_.pdb	230	1.376e-36	1810.0
d2ylba_.pdb	65	5.461e-13	536.0
d3s5oa_.pdb	296	6.036e-58	2473.0
d3nzea_.pdb	256	3.777e-58	2267.0
d2bbaa1.pdb	180	3.982e-39	1696.0
d1gsia_.pdb	208	1.235e-41	1710.0
d2cchb2.pdb	124	3.576e-20	954.0
d2qp8a_.pdb	390	3.915e-88	3743.0
d1vlja_.pdb	398	1.689e-78	3432.0
d2akja3.pdb	126	5.954e-30	1137.0
d1ug8a_.pdb	87	1.028e-16	629.0
d1yvua2.pdb	377	6.665e-85	3276.0
d2ddra1.pdb	288	2.432e-71	2738.0
d1koha2.pdb	96	2.662e-19	802.0
d1sk7a_.pdb	187	8.073e-28	1383.0
d2d8xa2.pdb	25	0.0001397	185.0
d2dm6a2.pdb	182	4.704e-40	1534.0
d1kbla2.pdb	133	2.6e-32	1202.0
d1uoka1.pdb	79	1.002e-14	678.0
d2bv6a1.pdb	136	3.931e-25	940.0
d1nowa2.pdb	131	4.948e-32	1195.0
d1wj1a_.pdb	156	3.39e-34	1351.0
d3lqsa_.pdb	280	1.225e-65	2518.0
d1vr4a1.pdb	103	1.83e-21	828.0
d2e64a2.pdb	179	3.073e-40	1551.0
d1hjra_.pdb	158	1.662e-34	1308.0
d2h7ma_.pdb	268	3.137e-61	2325.0
d1to3a_.pdb	291	2.013e-61	2473.0
d1qxma2.pdb	138	4.738e-28	1260.0
d2f5tx2.pdb	137	3.42e-32	1181.0
d3d19a1.pdb	134	4.992e-19	915.0
d1i7na2.pdb	206	1.066e-45	1812.0
d2fjla1.pdb	101	2e-21	877.0
d1eg3a1.pdb	125	3.199e-23	898.0
d1l0wa2.pdb	120	1.503e-26	972.0
d1vaja1.pdb	203	9.056e-50	1848.0
d3d06a_.pdb	179	8.589e-40	1684.0
d1p3da2.pdb	152	1.963e-34	1269.0
d2wy8a_.pdb	292	1.987e-46	2401.0
d1w7ja2.pdb	691	0.0	5987.0
d1qora1.pdb	147	1.679e-32	1292.0
d2bjra2.pdb	184	4.229e-37	1745.0
d1f5na2.pdb	270	2.04e-63	2403.0
d3djha_.pdb	114	8.748e-27	984.0
d1i8da2.pdb	113	9.782e-23	941.0
d1sq5a_.pdb	302	4.304e-67	2590.0
d1jb0e_.pdb	69	2.295e-13	560.0
d1lbua2.pdb	130	2.22e-30	1114.0
d1sfua_.pdb	70	1.732e-13	503.0
d1tm9a_.pdb	137	5.885e-22	1025.0
d1lsha1.pdb	336	7.54e-44	2527.0
d3ko8a_.pdb	297	6.259e-67	2674.0
d2cq4a1.pdb	101	9.832e-23	821.0
d3px8x_.pdb	258	1.412e-60	2307.0
d1tqyb2.pdb	194	1.072e-47	1728.0
d2ipqx1.pdb	121	7.167e-27	1032.0
d1e32a3.pdb	94	1.566e-21	829.0
d1lcya2.pdb	196	1.574e-40	1769.0
d2gysa1.pdb	103	5.442e-19	876.0
d3i9la_.pdb	251	4.259e-59	2216.0
d2vkwa2.pdb	92	1.764e-17	823.0
d1h6ya_.pdb	157	1.647e-32	1482.0
d1w4ta1.pdb	276	1.235e-63	2486.0
d1f5qb2.pdb	106	3.939e-17	790.0
d1lg7a_.pdb	164	2.131e-34	1473.0
d2b4jc1.pdb	81	4.256e-12	517.0
d2dbsa1.pdb	80	5.681e-16	578.0
d2pyta1.pdb	128	7e-26	1185.0
d1dgwa_.pdb	178	4.675e-37	1627.0
d1vava_.pdb	222	1.127e-46	2166.0
d1pvma4.pdb	142	8.308e-35	1222.0
d1usub_.pdb	132	2.221e-26	1126.0
d2hyma2.pdb	103	7.175e-20	912.0
d1a26a1.pdb	135	3.576e-21	960.0
d1lsha2.pdb	268	1.15e-56	2505.0
d2o6ia1.pdb	436	1.965e-73	3684.0
d2idla1.pdb	112	1.027e-24	933.0
d1o8xa_.pdb	143	3.599e-33	1225.0
d1yo6a1.pdb	237	4.181e-53	1988.0
d1r75a_.pdb	110	6.484e-22	1016.0
d1r2ja1.pdb	144	1.274e-20	1008.0
d1y63a_.pdb	168	1.572e-36	1361.0
d1bjta_.pdb	679	0.0	5773.0
d1wdva_.pdb	150	5.032e-34	1275.0
d2hx0a_.pdb	138	1.85e-26	1280.0
d1ka8a_.pdb	100	2.263e-22	825.0
d1rgoa1.pdb	36	4.418e-08	275.0
d1rh5c_.pdb	32	0.0001232	167.0
d1rype_.pdb	242	1.094e-52	2102.0
d3h93a_.pdb	192	1.155e-38	1546.0
d2ibaa2.pdb	159	1.202e-32	1305.0
d1ac5a_.pdb	483	0.0	4376.0
d1e8ca3.pdb	234	1.69e-54	2078.0
d2o4aa_.pdb	84	4.725e-14	588.0
d2r9fa1.pdb	322	1.027e-76	2950.0
d1x45a1.pdb	85	4.159e-18	716.0
d2b9da1.pdb	52	4.135e-09	382.0
d2f76x1.pdb	94	5.84e-16	646.0
d2ilaa_.pdb	145	6.859e-28	1340.0
d1hf8a2.pdb	131	9.523e-22	1000.0
d2o38a1.pdb	89	2.069e-13	568.0
d3ci0k1.pdb	64	1.339e-12	483.0
d3ebya1.pdb	153	3.891e-33	1331.0
d1ptqa_.pdb	50	5.304e-12	421.0
d1quua1.pdb	124	3.138e-17	747.0
d1vfya_.pdb	67	1.069e-14	539.0
d1wd5a_.pdb	208	2.044e-48	1790.0
d1fp1d1.pdb	110	1.558e-21	826.0
d1od5a2.pdb	173	2.673e-35	1512.0
d2c9aa1.pdb	96	1.252e-19	905.0
d1x5oa1.pdb	101	1.538e-21	788.0
d2f7fa1.pdb	345	6.517e-77	2962.0
d2bcoa1.pdb	338	3.211e-79	3070.0
d1vpma_.pdb	155	2.447e-32	1291.0
d3f81a_.pdb	179	3.631e-39	1533.0
d1t61a2.pdb	111	4.416e-23	952.0
d1y7ma2.pdb	48	1.16e-09	346.0
d1y7ra1.pdb	133	5.986e-30	1069.0
d2vk9a1.pdb	540	4.157e-87	4403.0
d1b9ha_.pdb	384	2.309e-85	3401.0
d2d81a1.pdb	318	2.829e-79	2999.0
d1l3ka1.pdb	84	1.743e-19	717.0
d1tlya_.pdb	251	3.374e-47	2331.0
d3ie5b_.pdb	164	5.562e-37	1464.0
d1ncsa_.pdb	47	7.466e-10	366.0
d1ni5a4.pdb	88	9.562e-18	691.0
d1q1ra3.pdb	103	2.834e-21	872.0
d1y0ka1.pdb	180	1.022e-40	1512.0
d2z9ia1.pdb	87	1.886e-16	752.0
d3pzsa_.pdb	285	3.237e-62	2546.0
d3cnva1.pdb	156	2.483e-29	1286.0
d1p3da1.pdb	96	3.399e-21	773.0
d1wbea_.pdb	204	2.938e-34	1569.0
d3arca_.pdb	334	7.648e-60	2724.0
d1ooea_.pdb	235	2.155e-53	2011.0
d3l77a_.pdb	235	2.831e-51	2023.0
d2phda1.pdb	349	3.371e-78	3305.0
d1vmha_.pdb	129	4.242e-29	1116.0
d2o3bb_.pdb	135	3.691e-27	1134.0
d1mwva1.pdb	406	1.939e-83	3534.0
d1st6a3.pdb	119	1.235e-18	845.0
d1zmta_.pdb	252	1.304e-57	2168.0
d1vgya2.pdb	113	1.035e-26	1004.0
d2gvha1.pdb	135	9.494e-27	1153.0
d1g5ca_.pdb	169	2.161e-37	1376.0
d1w8oa3.pdb	356	2.817e-77	3450.0
d1em9a_.pdb	147	9.61e-25	1113.0
d1s7ma_.pdb	158	1.169e-31	1283.0
d1xsva_.pdb	106	3.525e-15	670.0
d2b1ya1.pdb	101	1.241e-15	505.0
d2ih2a1.pdb	223	3.671e-51	2022.0
d1ni3a1.pdb	296	2.993e-59	2345.0
d3nuga_.pdb	247	7.184e-54	2087.0
d2ihta2.pdb	183	9.926e-43	1572.0
d1edga_.pdb	380	7.581e-87	3394.0
d1k7ka_.pdb	207	9.177e-49	1789.0
d1ycsb2.pdb	63	1.312e-12	542.0
d2co8a2.pdb	36	5.343e-08	286.0
d2cona1.pdb	66	3.18e-12	485.0
d2gf5a2.pdb	82	2.983e-13	523.0
d2ccqa1.pdb	99	5.584e-19	748.0
d2gx6a_.pdb	271	1.684e-55	2300.0
d2i9da_.pdb	214	2.031e-50	1890.0
d1lqla_.pdb	141	3.651e-31	1188.0
d2a97a_.pdb	392	4.412e-85	3497.0
d1izma_.pdb	170	2.884e-26	1270.0
d1x6va1.pdb	161	7.37e-38	1401.0
d2guka1.pdb	111	2.112e-21	835.0
d3es6b1.pdb	118	1.392e-21	1016.0
d1j9ba_.pdb	138	1.964e-30	1116.0
d1vbfa_.pdb	224	3.609e-52	1979.0
d4cpai_.pdb	37	1.849e-09	299.0
d4tmka_.pdb	210	2.071e-41	1685.0
d2gsca1.pdb	113	2.995e-17	759.0
d1bqca_.pdb	302	6.763e-70	2651.0
d3bzna_.pdb	430	1.598e-92	3877.0
d2sqca2.pdb	271	2.827e-47	2259.0
d1sjda2.pdb	125	4.677e-26	1039.0
d2byea1.pdb	109	1.758e-22	924.0
d2obxa_.pdb	150	1.86e-30	1195.0
d1oyia_.pdb	62	2.79e-12	433.0
d1q2la2.pdb	228	1.241e-52	1987.0
d2hf1a1.pdb	59	4.388e-12	459.0
d2j73a_.pdb	103	7.224e-22	980.0
d1gvea_.pdb	324	1.389e-69	2826.0
d1bi6.2.pdb	11	2.543	49.0
d1bi6h1.pdb	24	0.0002807	205.0
d1biaa3.pdb	182	6.807e-43	1581.0
d1thta_.pdb	294	5.268e-67	2587.0
d1t6ex_.pdb	362	4.441e-83	3417.0
d1autc_.pdb	240	7.944e-51	2235.0
d1vp6a_.pdb	133	4.933e-28	1126.0
d2pq8a_.pdb	260	2.699e-60	2271.0
d1nula_.pdb	142	4.029e-32	1264.0
d1y0pa3.pdb	143	2.955e-32	1206.0
d2oq0a2.pdb	101	7.682e-20	866.0
d1azsa_.pdb	190	5.593e-43	1685.0
d1umda_.pdb	362	2.015e-70	3063.0
d1r89a2.pdb	142	8.424e-31	1129.0
d1y8ca_.pdb	246	4.912e-58	2218.0
d2cpda1.pdb	86	7.697e-19	692.0
d2wf7a_.pdb	218	3.073e-46	1764.0
d1tdja1.pdb	331	6.359e-72	2845.0
d1u9la_.pdb	68	7.928e-11	469.0
d1wuil_.pdb	534	1.65e-101	4710.0
d1rl6a2.pdb	89	9.973e-17	753.0
d2ex0a1.pdb	387	3.559e-80	3379.0
d1zrua1.pdb	103	4.811e-20	958.0
d2z1ca1.pdb	71	2.88e-14	576.0
d3k2aa_.pdb	55	3.876e-09	371.0
d1apja_.pdb	74	3.949e-17	624.0
d1cwva5.pdb	100	3.942e-23	880.0
d1h2ba1.pdb	171	8.777e-38	1445.0
d1rm6c2.pdb	81	9.759e-19	713.0
d1twfb_.pdb	1094	0.0	10012.0
d1vl0a_.pdb	281	1.988e-63	2470.0
d1mdca_.pdb	131	9.085e-24	1127.0
d1zr9a1.pdb	67	6.408e-13	472.0
d1zxxa_.pdb	319	1.464e-70	2812.0
d2b5ua2.pdb	232	2.844e-47	2060.0
d2astb2.pdb	284	5.359e-58	2539.0
d1iu4a_.pdb	331	1.008e-76	2883.0
d2enga_.pdb	205	8.641e-50	1997.0
d3eera_.pdb	140	7.422e-30	1112.0
d1hzea_.pdb	97	5.158e-19	834.0
d1utya_.pdb	153	1.289e-35	1380.0
d2hlya1.pdb	200	4.265e-45	1751.0
d1ix2a_.pdb	102	2.585e-21	915.0
d1vcaa2.pdb	90	4.053e-18	826.0
d2cu2a2.pdb	268	2.51e-66	2432.0
d2j3sa2.pdb	73	8.802e-14	600.0
d3c1la_.pdb	182	5.512e-28	1366.0
d1k2ea_.pdb	152	2.011e-31	1273.0
d1xdia1.pdb	227	2.82e-51	1925.0
d1gtma2.pdb	178	7.41e-42	1543.0
d2ckaa1.pdb	58	1.011e-10	409.0
d2cyea1.pdb	130	4.465e-28	1154.0
d1dmua_.pdb	299	2.909e-66	2606.0
d1zgha1.pdb	62	2.067e-12	486.0
d2disa1.pdb	96	2.574e-20	778.0
d2glia2.pdb	33	3.184e-06	244.0
d2h26a1.pdb	96	3.709e-18	839.0
d3m9za_.pdb	124	1.617e-25	1059.0
d1jz8a5.pdb	292	9.103e-74	2643.0
d1b3ta_.pdb	147	6.049e-34	1247.0
d1nkla_.pdb	78	6.08e-13	598.0
d1qb7a_.pdb	236	6.337e-52	2073.0
d3gvoa_.pdb	342	1.275e-45	2646.0
d1wpia1.pdb	133	1.251e-31	1143.0
d2b1xb1.pdb	167	2.61e-30	1301.0
d1kv7a2.pdb	165	6.671e-36	1606.0
d1wgsa_.pdb	133	1.409e-22	882.0
d2wfha_.pdb	181	4.634e-35	1554.0
d1eu3a1.pdb	97	3.046e-21	839.0
d1l6xa2.pdb	102	4.629e-21	907.0
d1x2ia1.pdb	68	4.674e-13	511.0
d1xv2a_.pdb	232	1.606e-52	2170.0
d1m3ka2.pdb	124	2.588e-30	1079.0
d1t95a3.pdb	73	7.153e-14	584.0
d1zrua3.pdb	129	2.788e-28	1202.0
d1sqwa2.pdb	94	4.622e-20	746.0
d1wexa_.pdb	104	1.156e-22	848.0
d2essa1.pdb	145	2.184e-32	1255.0
d1bo9a_.pdb	73	1.57e-12	542.0
d1fuia2.pdb	355	9.331e-75	2963.0
d1dvoa_.pdb	152	8.448e-27	1071.0
d1ne8a_.pdb	116	9.693e-25	1016.0
d2akka1.pdb	72	2.69e-14	599.0
d2gjxa2.pdb	130	1.231e-31	1175.0
d3rlfg_.pdb	286	7.757e-42	2177.0
d3c3da_.pdb	306	4.443e-68	2620.0
d1wvfa2.pdb	236	3.717e-59	2138.0
d1a6ca3.pdb	165	1.098e-33	1545.0
d1ne3a_.pdb	68	1.097e-12	526.0
d1vl2a1.pdb	166	9.945e-36	1343.0
d1jf8a_.pdb	130	8.475e-29	1114.0
d1wjpa1.pdb	42	2.118e-07	272.0
d1wk1a_.pdb	150	5.788e-33	1293.0
d2j5wa2.pdb	145	1.117e-35	1360.0
d1guza2.pdb	163	1.5e-35	1323.0
d1cixa_.pdb	44	1.716e-09	378.0
d1dy9.1.pdb	175	1.742e-39	1658.0
d1p3ca_.pdb	215	5.323e-46	1970.0
d2noca1.pdb	91	5.486e-19	715.0
d3d3ba_.pdb	139	4.734e-20	1014.0
d1n0za_.pdb	45	9.448e-10	349.0
